SMILES,Predicted_pKi,MW,HBD,HBA,LogP,TPSA,SA,predicted_pKi_random,std_random,norm_random,penalized_random
Cc1ccc(CCC[5*]CC(C)CC(=O)[C@H](Cl)[3*][5*]Nc2ccc(F)c([16*][3*]Oc3cc(O)ccn3)n2)o1,-2.370996313038765,475.9480000000002,2.0,7.0,5.053520000000005,97.48,5.83186924265251,6.62246386758095,0.1803372343107462,0.40672128914387734,0.3396076305100262
N#CCOc1cccc([16*]C[C@H](NCCC2CC2)NC(=O)[31*][4*]c2cncc(Cl)c2N)c1,-2.5260328677231936,413.9090000000001,3.0,6.0,2.184079999999999,113.06,4.94308357916483,6.6217809410006705,0.10519080479131049,0.40655651009015714,0.36596296170259074
CNC(=O)C(C)(C)N[5*]COc1nnc(C(=O)[1*][5*]NC(=O)NCCN(C)C)cc1N=C=O,-2.1900151548024134,422.4460000000002,4.0,10.0,-1.1045999999999978,167.01,4.804487199244274,6.62144069336041,0.19582342612991338,0.40647442172628656,0.3341859510400786
CC(=O)N[C@@H]([8*]NC(CCC#N)=N[5*]c1ccc(C(=O)O)cc1C[10*]CNc1cc(F)cc(F)c1)c1ccc(C[15*]c2ccc(F)cc2F)cc1C(=O)O[9*][4*]CO[C@H]1CCC[C@@H]1CC(C)C,-2.483239222007532,843.9189999999999,4.0,8.0,7.604080000000009,162.14,6.483326742527071,6.620050421494897,0.1045600342753757,0.40613905817488716,0.3658178655767891
CCC[C@H](O)C(=O)[1*]CC(C)(C)OC(=O)N[18*][5*]N[C@@H](C#C[14*]c1ncc(Cl)s1)C(C)(C)C,-2.091766760194276,443.9970000000002,3.0,7.0,3.0827000000000018,100.55,6.0702210368077125,6.619714004415114,0.17294597215221627,0.40605792026064363,0.34156904427862544
Cc1cccc(C(=O)[1*]CC(C)C(=O)[9*][16*]c2ccc(Cl)cn2)c1C,-2.536819791475448,315.80000000000007,0.0,3.0,3.5685400000000023,47.03,4.637449290373593,6.615567092497453,0.07500702821839675,0.40505818015406736,0.37578744709650336
CCO[C@@H]1C[C@H]1N[5*]C=CCCCCC[8*]C[C@@H](NC[4*][9*]n1nc(C(F)(F)F)cc1C)OC[6*]C(=O)N1CC=C(N)N1,-2.5631446866272185,543.6350000000001,4.0,9.0,3.493720000000001,118.7,6.637611539684883,6.615210514208636,0.2349442670664211,0.40497225267034453,0.3201771017815529
CN([5*]C[C@H](CC[4*][C@@](C)(CC(=O)O)C1CC1)NC(=O)[22*][5*]NCc1ccccc1)C[3*]Oc1nc(F)ccc1F,-2.660239288532357,504.5780000000002,3.0,6.0,4.870900000000003,103.79000000000002,5.798517054864584,6.615074444609758,0.09194112496021041,0.4049394644402327,0.369369116751259
CCOC(=O)CCN[5*]CC(C)(/C=C/N(C)[5*][4*]CN1CCCCO1)C(=O)NCC[18*]S(=O)(=O)CC(F)(F)F,-2.4728996428095984,530.6100000000004,2.0,9.0,1.8958,117.28,5.599414143833421,6.61466520134479,0.2172833598772128,0.4048408555905181,0.32577621247633926
Cc1ncc([14*]C=C[C@H](C#N)N(C)C[9*]Cc2ncc([5*][4*]Cc3nccnc3N)cn2)nn1,-2.3246747851300427,402.466,1.0,10.0,-0.4565999999999985,143.27999999999997,5.889597821113176,6.614163599164172,0.07923844881227923,0.4047200029559884,0.3738882771071814
O=C1CCN(CC(=O)N[6*]CCC(=O)c2cc(C[3*]C(=O)C3CCCCC3)c([14*][5*]N=C([3*][44*]N3CCCCS3(=O)=O)N[C@@H]3CCCC34CCC4)o2)C1,-2.2352300560757774,671.8609999999999,2.0,9.0,3.072900000000001,158.45999999999998,6.359003240923323,6.613054168969333,0.13844560831500358,0.40445274540110254,0.35216129642102967
CC[C@H]1CC[C@H](C)CN([4*][1*]C(=O)c2cccc(O)c2OC[4*]Cc2nonc2CCC[5*]Nc2ccc3c(c2)nnn3C)C1,-2.5877508150385022,561.6870000000002,2.0,11.0,5.039700000000004,131.43,5.5492701072620125,6.609983536432578,0.09915013694352434,0.4037133374408061,0.3656055165032951
CCC(CC)C(=O)CO[3*]Cc1cnccc1[C@@H]([6*]Cc1nc(COC(=O)[2*][3*]Oc2cncc(CN)n2)no1)C1CC1,-2.2743808914214787,538.6050000000002,1.0,12.0,3.687100000000002,165.44,5.4250452448243305,6.609062721327871,0.1269373795456398,0.4034916903206253,0.35539097232589506
COc1ccc([14*][1*]C(=O)c2cc[n+]([O-])cc2)nc1C[1*]C(=O)c1cnc(S)[nH]1,-2.4214877128971013,370.39,2.0,7.0,0.7114999999999999,111.88,4.912440343660061,6.608717992607721,0.09878640224657567,0.40340872165462244,0.3654625616375637
Cc1nc([4*]C[C@H](N[5*][14*]c2ccc(C3CC3)cn2)C(=O)C#CC2CC2)ccc1F,-2.3872607140480024,363.4360000000001,1.0,4.0,2.19632,54.88,5.177859275603251,6.607263825358238,0.24852119027476074,0.4030587962531351,0.31436705162715395
CC(=O)c1cnc(N[5*][6*][C@@H](O)CN(C)CCNCC[3*]OCCNC(=O)CCl)nn1,-2.2843781771651583,417.89800000000014,4.0,10.0,-0.8841999999999972,141.59999999999997,4.993580779826797,6.605755716857502,0.17044437556691583,0.40269599483340035,0.33958950381266717
CC(C[5*]NC1=CCSCC1)OC(=O)[1*]CC(=O)NC[C@@H]1CCN1[5*][9*]n1ccc(CCN=C=O)n1,-2.3607569986816745,462.57600000000025,2.0,10.0,1.7720999999999996,117.92,6.227668491737864,6.603351638880094,0.14081347157680213,0.4021178728326831,0.3493002229413974
CC(C)[C@@H](CC[5*]Nc1cccc2cc(CO)cnc12)N[5*]C[C@H]([7*][12*]S(=O)(=O)c1ccncc1)OC(=O)C(C)(C)CN,-2.422752590192048,557.7170000000001,4.0,10.0,3.703000000000001,156.53,5.4307932826912975,6.603184102731106,0.07534958337231057,0.40207759460494713,0.3728944888923494
O=C([1*]Oc1cc([3*][9*][C@H](C[5*]C23CCC(C(=O)O)(CC2)C3)c2ccccc2)cc2[nH]ncc12)CCO,-2.1340335546976847,448.51900000000006,3.0,5.0,4.013000000000004,112.51000000000002,6.069167978580083,6.602302851102502,0.08571359939829186,0.401865750135866,0.36885531930873167
O=C([25*][6*]OC(=O)C1(F)CCCCC1)N[C@H](C[1*]C(=O)c1ccc(F)cc1)NC[C@H](O)COC[1*]O[C@H]1[C@H](O)[C@H](O)CO[C@@H]1O,-2.2602657114129983,590.5730000000003,6.0,12.0,0.1007000000000011,193.11,6.182181412682592,6.5988150598421225,0.15925265411582198,0.4010276786028625,0.34198873391670476
Cc1nc([2*][7*]NC(=O)[C@H](C)CSC[9*]c2ncc(C#N)cc2C)c(C)o1,-2.7206237428649693,344.44000000000005,1.0,6.0,1.3453400000000002,91.81,5.238487494295842,6.595622010503884,0.15501756066947286,0.40026093680811914,0.3427835216753043
Cc1cc(F)cnc1C(=O)[10*][9*]c1cccc(C#CC(C)C)n1,-2.4925727644046987,282.31800000000004,0.0,3.0,2.4823200000000005,42.85,4.052852032589218,6.594820979772068,0.09618032802743103,0.40006866305515426,0.3633824503932147
CO[C@H](CCC[10*]c1ccc(OC(F)F)cn1)N[5*][4*]CCC(F)(F)C(F)(F)F,-2.0612572649875487,392.31500000000005,1.0,4.0,4.159900000000003,43.38,5.2232090829956,6.594599963250749,0.10537375476228222,0.40001561722775714,0.36000928927284537
CO[C@@H](C)[10*][1*]C(=O)[C@@H]1CC(=O)O[C@@H]1C[16*]c1cnc(SC)cc1F,-2.5951198623013267,327.377,0.0,6.0,1.6068999999999996,65.49000000000001,5.808726943232752,6.5938431133641915,0.13241983330122492,0.3998339846445719,0.35024383707231366
CN(C(=O)NC[5*]CNC(=O)[C@@H]1COCN1)C1CCC([15*][4*]C(=O)N2CCC(C)(C[5*]Nc3ccccc3C3CC3)C2)C1,-2.3892935390000973,540.7090000000002,4.0,6.0,3.3557000000000023,115.04,5.973063868464038,6.592844233518301,0.23724569851014427,0.39959431067518986,0.315198976430512
C=C(Cl)CS[11*]C[C@@H]1CN(C)[C@@]1(C)[13*][14*]c1ccc(OCF)cn1,-2.632190752837737,330.85600000000005,0.0,4.0,3.2795000000000014,25.36,5.83160827263745,6.5911027971807865,0.15648864349728414,0.3991765806829299,0.3413523518177503
CC(C)c1cc(C(=O)[1*]Cc2ccc(C(C)(C)[10*][5*]CNCC[C@H](C)CCO)nc2)on1,-2.488844656803531,401.55100000000016,2.0,6.0,3.8942000000000014,88.25,4.8588703448624,6.590416241757313,0.11900409790673079,0.3990119323149636,0.3542444544426153
Cc1cc(N=C=S)c([14*][1*]C[C@@H]2CCCc3ccccc32)c(C)c1C(=O)[1*][5*]NC1=NCC[SH]1C1CCCCC1,-2.338963870554192,519.7800000000003,2.0,5.0,6.719740000000007,53.82,5.818195069141105,6.589716602554626,0.1408063458193705,0.39884416970768405,0.34645898515892404
CCO[C@@H](C)NCC[5*][5*]C[C@@H](C[1*]C(=O)CCc1ccsc1)C(=O)C#CC[14*]N1C(=O)c2ccccc2C1=O,-2.5285822992311395,508.6400000000002,1.0,7.0,4.507500000000005,92.78,5.598337390794044,6.5893717450815785,0.1753594196839783,0.39876148697935765,0.33462283820613203
Cc1nc(C[5*]Nc2ccc(C=O)n2C)c(C)c(C)c1[7*][16*]c1ccc2c(c1)C(=O)NC2,-2.7682265472425334,388.4710000000001,2.0,5.0,2.04916,76.02,4.799663280857475,6.589291519465705,0.06260156728518317,0.3987422529829287,0.37454563763229176
O=C1[5*]N[C@H](CCc2cc(C[13*]c3ccc(F)cc3F)nn2CO[5*][12*]S(=O)(=O)C2CC2)C1,-2.550921292734545,425.4570000000002,1.0,7.0,1.3591999999999995,90.29,5.555618558004823,6.58600922279174,0.0673061528429282,0.3979555947916726,0.3720522403052811
CN([4*][14*]c1cc(N(C[3*]OC(=O)c2n[nH]cc2F)C2CC2)ncc1F)c1ccccc1,-2.4847993784633964,399.4010000000001,1.0,6.0,2.6279000000000003,74.35,4.558537397510054,6.585263386876636,0.10486262275480296,0.3977769158547514,0.35817751392322134
CC[C@](C)(C#C[14*]c1nccc2nn[nH]c12)CNC(=O)C[10*][2*]C(=O)N1CCC(C)(C)C1,-2.2735304627709203,396.4950000000003,2.0,5.0,1.9118,103.87,5.362469428699912,6.58514689828525,0.15985303156761788,0.39774901129361956,0.33898916658686096
CC(C)C[C@@H](C)CC(=O)N[5*][14*]c1nc2ccccn2c1N[5*][1*]C(=O)c1ccc(F)cn1,-2.3330532371994286,397.4540000000001,2.0,6.0,2.9345000000000008,88.39,4.912513843364625,6.584375011046215,0.12226980089365266,0.3975641243708652,0.3518083050612883
CC(C)CC#CC(=O)[1*]CC(=O)[C@@H](C)N(C)[5*]CC1(C)CCCC[C@@H](N[5*][1*]C(=O)CN(C)C(C)C)C1,-2.2423353184943613,461.6910000000003,1.0,6.0,4.1689000000000025,69.72,5.931248009535337,6.583841264263754,0.05716616869560812,0.3974362953302759,0.3753535903210599
Cc1nc(C(=O)N[7*][10*]Oc2cncc(C#N)c2)c(C)o1,-2.347945051001896,258.237,1.0,6.0,1.28192,101.04,4.039968001136211,6.583598955405579,0.059861610846960546,0.39737826848095165,0.3742885535644609
CCC(C)(C)[C@H](C)OC[9*]C=CCC[C@@H](O)CN[5*][6*]c1ncc(Cl)cc1F,-2.493982298444295,372.912,2.0,4.0,3.627600000000002,54.38,5.575478133115661,6.582082514359007,0.103590311846875,0.39701518476584946,0.3579467444764256
CSCCCC([2*][5*]N[C@@H](CC(=O)O)C(=O)O)CC[5*]Nc1nc2cc(C)cccn1-2,-2.658228645385833,408.5240000000001,4.0,7.0,3.2880200000000013,116.48000000000002,5.142098119951638,6.581900646927617,0.14001056408739151,0.3969716475862844,0.3451069252899936
COc1ccc(N[7*]C[C@H](CCNC[9*][5*]CC(=O)c2ccc(C)c(C[5*]C(=O)c3ccc(Cl)s3)c2)C(=O)O)c(=O)[nH]1,-2.602723425984652,560.0720000000002,4.0,8.0,4.686620000000002,137.59,5.219886249601528,6.581452402274688,0.18811246569604945,0.39686434942598203,0.32881065471198356
COC1=C(OC[5*]NCCC[C@@H](C)CN)CCN([5*][12*]c2cnc(C(F)(F)F)cn2)C1,-2.5445475022080446,403.449,2.0,7.0,1.6230999999999998,85.53000000000002,5.357720302373215,6.580953873475522,0.11518930975077202,0.3967450261958978,0.3535781419883153
CC(C)CC(=O)NN=C[9*]Cc1cc(N[5*][9*]n2cc(N)c(S)nc2=O)c(F)cc1F,-2.480657594516752,410.4500000000001,4.0,8.0,1.9582,114.4,4.776818816724569,6.580794074333321,0.10770563152701759,0.39670678075435584,0.356199792653888
C[C@H](SC[8*]CC(C[5*][C@@](C)(CC(=O)O)C1CC1)CS(=O)(=O)[38*][5*]N1CCC[C@@]1(CCO)CC[7*]C[C@@H]1CCCCN1CC#C[14*]c1cc(C(F)(F)F)cs1)C(=O)O,-2.597072458976525,793.0490000000002,3.0,9.0,7.001000000000008,135.45,7.028658139131776,6.579114729461193,0.11199025402378454,0.39630493208929785,0.3543176019075995
CC(C)[C@H](N)C(=O)OC[10*][1*]C(=O)c1ccc([16*][4*]CN[C@H](C)c2nccs2)nc1C#N,-2.443302971381262,401.4920000000001,2.0,9.0,1.13758,130.99,5.491107853079515,6.57885203464051,0.1290299172625186,0.3962420847664175,0.34827605694110014
CSCC[C@@H]([4*][7*]CCCC(=O)OC(=O)C[8*]Cc1cnc(C(F)F)nc1)C(=O)O,-2.3581838117664926,404.435,1.0,7.0,3.397000000000001,106.45,5.1167993464749735,6.577939632739836,0.08851693101466337,0.3960238276182385,0.36247570421113323
COc1ccc([16*]NC(=O)[C@@H]2C[C@H]2CC[6*][16*]c2ccc3ncsc3c2)cc1O,-2.514412760838342,368.458,2.0,5.0,2.6070000000000007,71.45,5.198122922561637,6.577938064422531,0.07852392124596712,0.39602345249412146,0.36611573956261106
Cc1cc([16*][10*]CC(=O)C2CCC(O)CC2)nc(C[5*]NCCc2cnn(C)c2)c1F,-2.6283981368150098,388.48700000000014,2.0,6.0,1.84372,80.03999999999999,4.519194612693307,6.575587967000357,0.09327284131486165,0.3954614729107137,0.36024362098064533
COc1cccc(N[2*]CC(CO)(CO)C[6*][5*]Nc2cc(F)ccc2Cl)n1,-2.479021822154407,369.824,4.0,6.0,3.2143000000000006,86.64,4.287807155178729,6.575166613354729,0.14017785467914604,0.39536074361827145,0.34364899340095595
CC1(C[17*][C@@H]2CC[C@H](C(=O)O)C2)CN([5*][4*]Cc2cc3ncccc3[nH]2)CCC1=O,-2.68351673243278,369.46500000000015,2.0,4.0,3.520500000000002,86.28999999999999,5.4587966325375525,6.573785642173199,0.15670138976281875,0.3950306693422486,0.3377351525622
Cc1nc[nH]c1C(=O)O[9*]C#C[C@H]1COCCN1[5*]CC[C@H](/C=C/[8*][5*]N[C@H]1CC[C@@H]2CNC[C@@H]21)N=C=O,-2.395546152038192,468.55800000000016,3.0,9.0,1.1507200000000009,120.94,6.717385723135278,6.573487177157297,0.12776508178844154,0.39495934397820154,0.3475879585752182
CC(C)[C@@H](CC(=O)O)N[5*]CC(C)(C)OC(=O)OC[9*]NC(=O)[C@H](CO)NC[4*][5*]N=Cc1ccc(C[1*]C(=O)c2cnc(CN)nc2)nc1,-2.1163475317171585,630.703,6.0,14.0,0.5953000000000047,240.34,6.045690692157463,6.572448802985042,0.10352952825210163,0.3947112344614687,0.3558911470220797
C[C@@H]([9*][10*]c1nccc2cc(F)cnc12)c1nccs1,-2.529174479612192,259.309,0.0,4.0,2.696900000000001,38.67,4.39245228806146,6.571876922046762,0.07180668603309932,0.39457461217133843,0.3672348520928026
Nc1cccnc1CO[6*][5*]N[C@@H]1CCC[C@H](C[7*][4*]C[C@@H]2CCC(=O)NC2)C1=O,-2.396275060438809,360.45800000000014,3.0,6.0,1.8706,106.34,5.688327389431019,6.571714518588725,0.10810328983525296,0.39453581700639173,0.3541096593077681
CC(C)(C)OC(=O)N[11*][14*]c1nc2ccccn2c1N[5*][15*]C(=O)c1ccc(Cl)cn1,-2.403001061410431,387.82700000000017,2.0,7.0,2.785000000000001,97.62,4.437945613416721,6.571483469801018,0.06251281651256273,0.39448062603950973,0.37057550361231967
CC(C[1*]C(=O)c1cc(Cl)ncn1)NC(=O)N[7*][9*]/C=C\c1n[nH]cc1C=O,-2.4182715404525235,362.7770000000001,3.0,6.0,1.6676999999999995,129.73,5.435105941774816,6.571171309999866,0.13004656674819146,0.3944060642386353,0.34631003602757726
CC(C)(C)OC(=O)[18*]CC(C[5*]NC1CC2(CCC2)C1)C(=O)[5*][16*]c1cnc2c(c1)C(=O)NC2S(C)(=O)=O,-2.3033695560074525,491.6100000000002,2.0,8.0,2.500300000000001,131.52999999999997,6.353500431570375,6.570769972174991,0.12238708538678623,0.39431020879450673,0.3488879624253038
C[C@@H]([22*]COc1cncc(O[8*][4*]CCc2ccc(NN)nn2)c1)OC[1*]C(=O)[C@@H]1COC(=O)C1=O,-2.568331156797547,445.4320000000002,2.0,12.0,0.2921000000000009,164.85,5.731121863944448,6.569696164446867,0.12281196806991998,0.3940537807780531,0.34851296484154987
CC[C@@H]([9*]COC(=O)[C@]1(C)C[C@@H](C)C[C@@H]1[15*][13*]c1cc(F)cc(F)c1)NCC#CC[5*]CN1[C@@H](CO)CCC[C@H]1C,-2.3533141928800267,518.6890000000003,2.0,5.0,4.510700000000004,61.8,6.372097352897902,6.568059258033337,0.11923672280362724,0.39366299565543295,0.34941435427768036
CC(C[1*]CN(C)C1CCCCC1)OCCCC(=O)N[10*][7*]C(=O)NCCCC=C[5*]N[C@@H](CC(=O)O)C(=O)O,-2.4067108861706394,512.6480000000003,5.0,7.0,2.534200000000002,157.3,5.398892350308214,6.5649309847758985,0.22584208939006722,0.392916549388898,0.3134861427712473
N#CCCc1cc(C[5*]C(=O)NCC(=O)NN)[nH]c1C[16*]c1c[nH]c2nccc-2c1,-2.5189613557136763,379.4240000000001,5.0,5.0,0.4937800000000015,152.48000000000002,4.597931993382199,6.564501219623106,0.12038078883187098,0.39281404087895316,0.34826216109125047
CC(C)(C)C(=O)OC[9*]Cc1noc(CC(=O)[1*][8*]CS(C)(=O)=NC[5*]C(=O)c2ccc(Cl)s2)n1,-2.5972082960736937,490.0030000000001,0.0,10.0,3.0086000000000013,128.79000000000002,5.506832518324072,6.56320459773748,0.10972960580131763,0.3925048250937745,0.3517143092401193
O=C(O)CC(=O)[1*][9*]c1cnc(NCC=C=C[2*][C@H]2CCO[C@H]2C(=O)O)nc1,-2.4623345784673747,347.32700000000006,3.0,7.0,0.0158999999999999,138.71,5.66998945723458,6.560444888919062,0.12533618962787185,0.3918469824814206,0.3456875122332865
C[C@@H](CN[3*]Cc1cc(C[4*]Cc2nc3ccc(F)cc3[nH]2)oc1[7*][10*]COC(=O)NCCN=C=O)C(=O)O,-2.4069578052215785,487.48800000000034,4.0,8.0,1.6203,158.91,5.400582418650294,6.559661252137727,0.08957213106198271,0.3916602553796245,0.35810371010219777
C[C@@H]([8*][8*]C1=CC(=O)CCC(=O)C1)Nc1nc(C[5*]Nc2cccc3cnoc23)ccc1Cl,-2.3590537465795265,424.88800000000015,2.0,7.0,4.537200000000003,97.12,5.025228650730433,6.553849137256234,0.11138079468203149,0.39027632169463183,0.3491404269394615
CC(C[4*]Cc1cc(N)cc(Cl)c1)(C[9*]Cc1cccc(C#N)c1)n1cc(N[5*][7*][C@@H]2CCCCC(=O)C2)nn1,-2.5887869002646973,505.0660000000003,2.0,7.0,6.241180000000005,109.62,5.5932052098399865,6.551207826078236,0.11755039183657742,0.38964797586867256,0.3464343427621897
CCCC[C@H]1[7*]C[C@H](C[C@@H](N)C[C@H]([15*][5*]N(C)C(=O)COCCC[6*]NC(=O)C2(CN)CCCC2)C(=O)O)O1,-2.439314226735716,498.6650000000004,4.0,7.0,2.304100000000004,157.20999999999998,6.104288390336534,6.550408241522353,0.1807791536863858,0.3894578335134746,0.32504916498828906
NCC(=O)NCC(=O)C[8*][5*]N[C@H](C[5*]N1CCC(F)(F)[C@@H](C[15*]c2cc(F)cnc2F)C1)CC(=O)O,-2.476295581564055,477.4590000000002,4.0,7.0,0.3590999999999997,137.64999999999998,5.892515062014343,6.550144116992783,0.10747535282420383,0.3893950317033939,0.3497151553164935
Cc1nc([14*]N=C(N)NCc2ccncc2[5*][3*]Oc2ncncc2F)cc(F)c1F,-2.4535742225580943,389.34100000000007,2.0,6.0,0.4264199999999996,111.2,4.642214542763236,6.549336214752051,0.11749264706515326,0.38920295675603944,0.3460586606807258
Cc1ncc(CN[5*]CC(C)C(=O)NC[C@H](O)[8*][1*]C(=O)C(F)(F)C(F)F)c(C)n1,-2.442450528238833,394.369,3.0,6.0,1.1840399999999998,104.21,5.351653462350031,6.548659745837085,0.12334467869072728,0.3890421559076872,0.3438972871763701
Cc1nc(NN)[nH]c(=O)c1[16*]CC(C)C[C@@H](C)CC(=O)[1*][10*]C=C(C#N)C(=O)C1CC1,-2.58270379884571,385.4680000000002,3.0,7.0,1.5430999999999986,141.72999999999996,5.511212254093359,6.547539258027461,0.04720820161400587,0.3887758621367076,0.3708489311676215
CC(C)c1oncc1C(=O)[1*][14*]c1nc2ccccn2c1N[5*][1*][C@H]1CC(=O)NC(=O)O1,-2.590985718231753,383.36400000000015,2.0,9.0,1.3909,127.83,5.341817814160603,6.54601118921325,0.12951613212933197,0.3884128101546372,0.34122858351675894
CC(C)N(C)[C@H](C)[7*]CN(CCO)CCO[3*][10*]c1ccc(OC(F)F)cn1,-2.2727189184211936,361.433,1.0,6.0,1.3479000000000003,58.06,5.060424102095508,6.545775728935098,0.10746902552550965,0.3883568784358933,0.3487849981202694
Cc1cccc(O)c1C(=O)[1*]COC[C@H](O)C(=O)N[6*]COc1cccc(C(=O)[9*][1*]C(=O)CCc2ccc(N)cn2)c1,-2.493041788596628,535.5530000000003,4.0,10.0,1.775319999999999,178.14000000000004,5.035764727558892,6.545640897939164,0.043593240340728485,0.38832485172774656,0.3717601899438654
C[C@@H]1C[C@@H]1c1cc(C[9*]C[C@@H](N[3*]CC[C@@]2(c3ccccc3)O[C@H]2[13*][9*][C@H]2C=NC(=O)C[C@@H]2C)C2(C#N)CCC2)on1,-2.5984957944991,514.6700000000003,1.0,6.0,6.024280000000006,103.81,6.638195025077793,6.543650717916246,0.10038934519653248,0.38785223212866693,0.3508066008410556
C[C@@H](OC[2*]c1ccc(-n2cccn2)cc1)C(=O)N[C@@H]([9*][1*]Oc1ccc([N+](=O)[O-])cc1)C[4*]Cc1ccc(Cl)o1,-2.611666598944959,524.9610000000004,1.0,8.0,4.324600000000004,121.66,5.293552813608418,6.540552218672306,0.10812954619461529,0.3871168336520014,0.34744174025795843
CC[C@H](C)OCC(=O)[1*]CC(C[5*]N[C@@H]1CCCC[C@H]1SC)C(=O)[1*][5*]N1CCC[C@@H]2C[C@@]21C(=O)O,-2.501416891535737,468.66000000000025,2.0,7.0,3.595400000000001,95.94,6.328107937144885,6.539706188801874,0.16122626839105986,0.38691612599250286,0.32930411069922544
Cc1nn(C)c([14*]CC(C)(C)OC(=O)N[8*][6*]C(=O)c2cc(F)ccn2)c1Cl,-2.608845250508025,368.7960000000001,1.0,6.0,2.3898200000000003,86.11,4.574228799723391,6.539405219137206,0.056180322858006025,0.3868447347954645,0.3657108842842491
CCC(C#N)(CC[9*]CCC(=O)CCC(=O)O)C(=O)[1*][5*]c1ccc(-c2nn[nH]n2)cn1,-2.357659576877092,398.42300000000006,2.0,8.0,1.5542799999999997,162.57999999999998,4.977074044084526,6.539327131886272,0.07205533204716755,0.3868262129844651,0.3599338260652463
C[C@@H](N[5*][7*]CO[C@@H]1CCCN(CC[3*]Oc2ncnc3n[nH]cc23)CC1)N(C)C,-2.3516981091349383,377.4930000000001,2.0,8.0,1.4758000000000002,91.43,5.381801075082126,6.537790985426376,0.0940587154679344,0.38646191520887074,0.3517689647914407
Cc1nc(C)c(CN[5*][2*][C@H](C)c2cccc(F)c2)cc1C[5*]Oc1cnc(C(=O)O)o1,-2.3336076204877925,399.4220000000002,2.0,6.0,3.953540000000002,97.48000000000002,4.892974044084526,6.5366655924671395,0.12566214674514564,0.3861951084128312,0.34059039146808673
CCC[C@](C)(O)CNC(=O)[10*]CC(=O)[C@@H]1CC[C@H](C)N1[27*]CCC(=O)[C@@H](C)O[C@H]([9*][5*]N(C)S(=O)(=O)O)C1CC1,-2.2704347131489726,533.6880000000001,3.0,8.0,2.4257000000000017,153.54999999999998,6.308394073276458,6.536163997933125,0.18178323006255118,0.38607621299720263,0.3219034200788875
COc1cc(Cl)cc([16*]CC(C)(C[1*]CN(C)CC(F)(F)F)CCCC(=O)N(C)[10*]CC(=O)c2ccncc2O[10*][5*]NCCc2cccc(Cl)c2)c1F,-2.2220018938566835,729.643,1.0,7.0,7.681900000000009,84.0,5.557721297577912,6.534297768244949,0.10281434606238483,0.3856339708309235,0.34795540027135
CC(=O)CCC(=O)CSC[10*][10*]CCN[C@@H]1CCCC[C@H](C[5*]c2ccc(-c3nn[nH]n3)cn2)C1,-2.6187435516265687,458.6320000000002,2.0,8.0,3.0611000000000006,113.52,5.097343492401167,6.534152554937822,0.04097643881869898,0.3855995674058764,0.37011841761583936
O=C([6*]Cn1c(CCl)nnc1O[3*]CCCC(=O)OC[10*][3*]CC(=O)C(Cl)Cl)NOCCCl,-2.2748659389123143,494.1590000000001,1.0,9.0,2.8935000000000004,121.64000000000004,5.427044389879725,6.533959538119719,0.15578415777839807,0.3855538403108911,0.3299353377521699
COc1cncc([10*]Cc2nc(C)c([14*][5*]NC[C@H]3CCN(C(N)=O)C3)o2)n1,-2.4950418335755966,346.3910000000001,2.0,7.0,-0.6923799999999982,119.4,5.0807610001974055,6.533728024814242,0.08739432996413225,0.3854989957814739,0.35323877971988105
CN1CC[C]([13*][1*]C(=O)Nc2ccc(OC[4*]CCc3cccc(Cl)c3)[nH]2)NC1=N,-2.451643621890609,388.879,4.0,3.0,3.716660000000001,93.24,4.784515356530678,6.5337151838622205,0.23659540845850416,0.38549595389898533,0.3042760318003138
C[C@@H]1OC(=O)N[C@@H]1C(=O)N[10*]CC=Cc1cccc(N[5*][1*]C(=O)OC2(C(=O)O)CC2)c1F,-2.639536132056969,421.3810000000002,4.0,7.0,2.036,143.06,5.403311557004889,6.532969668922121,0.090398667069821,0.3853193648245911,0.3520150190283789
C[C@H]1[9*]COC[C@@]([5*][5*]N2CCC[C@](O)(C(=N)O)C2)(CC(=O)OCC[5*]NC[C@@H]2C[C@H](C)N(C)C2)C1,-2.894648702645525,454.6120000000003,4.0,8.0,2.059870000000002,118.35,6.607071940535247,6.531852006360123,0.26842797593971673,0.3850546822418289,0.29440529724713366
CC[C@@H]1CN([4*]CN([5*][5*]N[C@@H](CC(=O)O)C(=O)O)CN(C)C)C[C@@H]1C[10*]C(=O)NCC1(CCO)CC1,-2.450529011946029,471.5990000000004,5.0,8.0,0.5310000000000016,145.67999999999998,5.987226391865878,6.53066088925411,0.1926236659637928,0.38477267915535895,0.3173575480813658
CC(=O)c1cnc(N[5*][3*]OC2CCc3ccccc32)cc1[N+](=O)[O-],-2.3174375561225737,313.31300000000005,1.0,6.0,3.2234000000000016,94.36,4.107809345015828,6.529529154854513,0.07376178749161538,0.38450480693367506,0.35716380109731577
C[C@@H]1CCCC[C@]1(C)[4*]CC(C)([9*][16*]c1cc(F)cc(C#N)c1)C[5*]C(=O)[C@@H]1OC[C@@H]2CCC[C@@H]21,-2.238158705894815,425.5880000000003,0.0,3.0,6.323280000000007,50.09,6.171855404906971,6.52939205117795,0.16955638783168245,0.3844723603734548,0.3245097279392022
